CO,District Code,DISTRICT,Total_Budget,Total_Students,Per_Student_Spending,LEA Type
49,70698,Fort Ross Elementary,"585,295",18.9,"30,935",Elementary
49,70706,Geyserville Unified,"3,779,084",230.9,"16,364",Unified
49,70714,Gravenstein Union Elementary,"6,549,762",690.7,"9,482",Elementary
49,70722,Guerneville Elementary,"3,743,083",268.7,"13,929",Elementary
49,70730,Harmony Union Elementary,"4,281,012",233.6,"18,324",Elementary
49,70763,Horicon Elementary,"1,637,260",54.8,"29,893",Elementary
49,70789,Kenwood,"2,402,895",146.8,"16,373",Elementary
49,70797,Liberty Elementary,"2,313,721",212.7,"10,877",Elementary
49,70805,Mark West Union Elementary,"12,843,970","1,294.8","9,919",Elementary
49,70813,Monte Rio Union Elementary,"1,474,148",87.2,"16,913",Elementary
49,70821,Montgomery Elementary,"655,847",28.3,"23,191",Elementary
49,70839,Oak Grove Union Elementary,"9,442,587",794.6,"11,883",Elementary
49,70847,Old Adobe Union,"20,288,498","1,682.3","12,060",Elementary
49,70870,Piner-Olivet Union Elementary,"11,951,040","1,044.6","11,441",Elementary
49,70888,Kashia Elementary,"312,596",7.2,"43,659",Elementary
49,70896,Rincon Valley Union Elementary,"33,296,985","3,070.4","10,845",Elementary
49,70904,Roseland,"27,756,947","1,463.7","18,963",Elementary
49,70938,Sebastopol Union Elementary,"6,369,813",503.8,"12,644",Elementary
49,70953,Sonoma Valley Unified,"51,873,293","3,854.7","13,457",Unified
49,70961,Twin Hills Union Elementary,"7,250,654",705.9,"10,272",Elementary
49,70979,Two Rock Union,"2,006,804",155.1,"12,936",Elementary
49,70995,Waugh Elementary,"8,134,076",874.2,"9,305",Elementary
49,71001,West Side Union Elementary,"1,799,986",170.1,"10,583",Elementary
49,71019,Wilmar Union Elementary,"2,252,786",227.0,"9,926",Elementary
49,71035,Wright Elementary,"17,943,465","1,509.5","11,887",Elementary
49,73882,Cotati-Rohnert Park Unified,"62,051,084","5,544.4","11,192",Unified
49,75358,Windsor Unified,"41,384,793","3,844.6","10,764",Unified
49,75390,Healdsburg Unified,"22,891,294","1,517.4","15,086",Unified
50,40717,Modesto City Schools,"332,053,378","28,648.4","11,591",Comm Admin
50,71043,Ceres Unified,"139,491,584","12,788.1","10,908",Unified
50,71050,Chatom Union,"6,010,473",578.5,"10,391",Elementary
50,71068,Denair Unified,"13,846,554","1,268.3","10,918",Unified
50,71076,Empire Union Elementary,"26,653,642","2,838.1","9,392",Elementary
50,71084,Gratton Elementary,"1,694,193",135.9,"12,465",Elementary
50,71092,Hart-Ransom Union Elementary,"6,852,207",798.4,"8,582",Elementary
50,71100,Hickman Community Charter,"9,611,457","1,044.8","9,199",Elementary
50,71134,Keyes Union,"8,183,462",739.9,"11,060",Elementary
50,71142,Knights Ferry Elementary,"984,219",115.0,"8,559",Elementary
50,71209,Paradise Elementary,"1,944,517",194.7,"9,987",Elementary
50,71217,Patterson Joint Unified,"60,835,743","5,727.0","10,623",Unified
50,71233,Roberts Ferry Union Elementary,"1,395,599",126.9,"10,994",Elementary
50,71266,Salida Union Elementary,"22,500,087","2,318.4","9,705",Elementary
50,71274,Shiloh Elementary,"1,357,711",145.6,"9,324",Elementary
50,71282,Stanislaus Union Elementary,"32,103,374","3,327.1","9,649",Elementary
50,71290,Sylvan Union Elementary,"74,522,033","7,758.1","9,606",Elementary
50,71324,Valley Home Joint Elementary,"1,530,298",169.7,"9,017",Elementary
50,73601,Newman-Crows Landing Unified,"30,731,412","2,876.7","10,683",Unified
50,75549,Hughson Unified,"22,002,468","1,989.7","11,058",Unified
50,75556,Riverbank Unified,"29,708,798","2,190.1","13,565",Unified
50,75564,Oakdale Joint Unified,"49,867,970","4,943.9","10,087",Unified
50,75572,Waterford Unified,"20,339,726","1,712.8","11,875",Unified
50,75739,Turlock Unified,"136,502,999","13,352.7","10,223",Unified
51,71357,Brittan Elementary,"4,214,856",438.9,"9,603",Elementary
51,71365,Browns Elementary,"1,453,315",148.9,"9,758",Elementary
51,71373,East Nicolaus Joint Union High,"3,408,698",294.4,"11,579",High
51,71381,Franklin Elementary,"3,801,565",462.8,"8,214",Elementary
51,71399,Live Oak Unified,"18,022,103","1,722.4","10,464",Unified
51,71407,Marcum-Illinois Union Elementary,"2,024,133",157.4,"12,858",Elementary
51,71415,Meridian Elementary,"988,086",77.6,"12,731",Elementary
51,71423,Nuestro Elementary,"1,507,485",142.7,"10,564",Elementary
51,71431,Pleasant Grove Joint Union,"1,600,274",192.6,"8,309",Elementary
51,71449,Sutter Union High,"7,623,379",738.7,"10,320",High
51,71456,Winship-Robbins,"1,621,342",135.5,"11,962",Elementary
51,71464,Yuba City Unified,"126,342,981","11,678.9","10,818",Unified
52,71472,Antelope Elementary,"7,195,077",719.6,"9,999",Elementary
52,71498,Corning Union Elementary,"20,003,491","2,011.9","9,942",Elementary
52,71506,Corning Union High,"11,377,046",881.1,"12,912",High
52,71514,Elkins Elementary,"217,135",13.8,"15,712",Elementary
52,71522,Evergreen Union,"10,171,191","1,042.7","9,755",Elementary
52,71530,Flournoy Union Elementary,"307,964",21.8,"14,133",Elementary
52,71548,Gerber Union Elementary,"4,599,071",397.0,"11,585",Elementary
52,71555,Kirkwood Elementary,"900,043",101.5,"8,867",Elementary
52,71563,Lassen View Union Elementary,"2,875,750",292.1,"9,846",Elementary
52,71571,Los Molinos Unified,"6,861,445",547.7,"12,527",Unified
52,71621,Red Bluff Union Elementary,"21,131,079","1,962.2","10,769",Elementary
52,71639,Red Bluff Joint Union High,"18,855,423","1,492.2","12,636",High
52,71647,Reeds Creek Elementary,"1,257,278",141.6,"8,882",Elementary
52,71654,Richfield Elementary,"1,966,157",238.1,"8,256",Elementary
53,71662,Burnt Ranch Elementary,"1,230,927",88.6,"13,893",Elementary
53,71670,Coffee Creek Elementary,"252,342",5.0,"50,267",Elementary
53,71696,Douglas City Elementary,"1,729,486",178.6,"9,682",Elementary
53,71738,Junction City Elementary,"929,128",64.0,"14,529",Elementary
53,71746,Lewiston Elementary,"936,740",57.5,"16,294",Elementary
53,71761,Trinity Center Elementary,"256,282",11.6,"22,189",Elementary
53,73833,Southern Trinity Joint Unified,"2,254,665",93.0,"24,236",Unified
53,75028,Mountain Valley Unified,"4,408,852",248.1,"17,773",Unified
53,76513,Trinity Alps Unified,"8,157,462",675.8,"12,070",Unified
54,71795,Allensworth Elementary,"1,025,207",70.2,"14,615",Elementary
54,71803,Alpaugh Unified,"4,609,105",315.1,"14,629",Unified
54,71811,Alta Vista Elementary,"6,084,277",536.4,"11,344",Elementary
54,71829,Buena Vista Elementary,"1,907,692",199.2,"9,579",Elementary
54,71837,Burton Elementary,"46,061,508","4,512.4","10,208",Elementary
54,71852,Columbine Elementary,"1,734,279",204.9,"8,464",Elementary
54,71860,Cutler-Orosi Joint Unified,"42,857,303","3,990.9","10,739",Unified
54,71894,Ducor Union Elementary,"1,634,609",165.8,"9,857",Elementary
54,71902,Earlimart Elementary,"22,178,953","1,834.2","12,092",Elementary
54,71944,Hope Elementary,"2,175,177",239.3,"9,088",Elementary
54,71951,Hot Springs Elementary,"277,042",18.6,"14,919",Elementary
54,71969,Kings River Union Elementary,"4,794,812",435.7,"11,006",Elementary
54,71985,Liberty Elementary,"4,239,219",553.5,"7,659",Elementary
54,71993,Lindsay Unified,"52,451,177","4,007.3","13,089",Unified
54,72009,Monson-Sultana Joint Union Elementary,"4,596,835",428.2,"10,734",Elementary
54,72017,Oak Valley Union Elementary,"4,802,834",544.4,"8,822",Elementary
54,72025,Outside Creek Elementary,"901,708",108.2,"8,336",Elementary
54,72033,Palo Verde Union Elementary,"5,292,202",525.5,"10,072",Elementary
54,72041,Pixley Union Elementary,"12,622,883","1,063.5","11,869",Elementary
54,72058,Pleasant View Elementary,"5,527,833",472.3,"11,703",Elementary
54,72082,Richgrove Elementary,"9,006,843",613.5,"14,681",Elementary
54,72090,Rockford Elementary,"3,226,222",349.2,"9,238",Elementary
54,72108,Saucelito Elementary,"1,067,801",90.3,"11,829",Elementary
54,72116,Sequoia Union Elementary,"3,045,889",312.2,"9,757",Elementary
54,72132,Springville Union Elementary,"2,709,322",308.8,"8,773",Elementary
54,72140,Stone Corral Elementary,"1,646,650",139.4,"11,816",Elementary
54,72157,Strathmore Union Elementary,"8,055,671",771.2,"10,446",Elementary
54,72173,Sundale Union Elementary,"6,863,082",794.9,"8,634",Elementary
54,72181,Sunnyside Union Elementary,"4,106,450",342.3,"11,996",Elementary
54,72199,Terra Bella Union Elementary,"9,993,337",887.7,"11,258",Elementary
54,72207,Three Rivers Union Elementary,"1,125,923",135.0,"8,338",Elementary
54,72215,Tipton Elementary,"5,860,213",550.4,"10,647",Elementary
54,72223,Traver Joint Elementary,"2,557,328",198.5,"12,886",Elementary
54,72231,Tulare City,"95,037,008","9,186.9","10,345",Elementary
54,72249,Tulare Joint Union High,"61,680,963","5,170.7","11,929",High
54,72256,Visalia Unified,"270,386,635","27,154.0","9,958",Unified
54,72264,Waukena Joint Union Elementary,"2,595,676",224.5,"11,560",Elementary
54,72298,Woodville Union Elementary,"6,113,571",413.6,"14,782",Elementary
54,75325,Farmersville Unified,"29,529,581","2,438.3","12,111",Unified
54,75523,Porterville Unified,"141,940,347","12,783.4","11,103",Unified
54,75531,Dinuba Unified,"67,278,662","6,241.8","10,779",Unified
54,76794,Woodlake Unified,"25,272,253","2,089.7","12,094",Unified
54,76836,Exeter Unified,"29,119,412","2,697.3","10,796",Unified
55,72306,Belleview Elementary,"1,664,036",144.4,"11,525",Elementary
55,72348,Columbia Union,"5,137,212",504.9,"10,176",Elementary
55,72355,Curtis Creek Elementary,"5,006,256",437.1,"11,453",Elementary
55,72363,Jamestown Elementary,"3,718,426",312.5,"11,900",Elementary
55,72371,Sonora Elementary,"6,350,741",697.7,"9,102",Elementary
55,72389,Sonora Union High,"12,072,469",954.2,"12,652",High
55,72397,Soulsbyville Elementary,"4,552,169",476.6,"9,551",Elementary
55,72405,Summerville Elementary,"3,949,625",379.4,"10,409",Elementary
55,72413,Summerville Union High,"6,092,665",382.3,"15,937",High
55,72421,Twain Harte,"3,222,870",240.1,"13,423",Elementary
55,75184,Big Oak Flat-Groveland Unified,"4,894,816",277.7,"17,626",Unified
56,72447,Briggs Elementary,"5,278,499",529.7,"9,965",Elementary
56,72454,Fillmore Unified,"43,152,137","3,622.4","11,913",Unified
56,72462,Hueneme Elementary,"90,292,441","8,126.6","11,111",Elementary
56,72470,Mesa Union Elementary,"5,542,760",588.3,"9,421",Elementary
56,72504,Mupu Elementary,"1,382,012",148.7,"9,294",Elementary
56,72512,Ocean View,"25,850,284","2,535.2","10,196",Elementary
56,72520,Ojai Unified,"24,837,403","2,333.0","10,646",Unified
56,72538,Oxnard,"188,489,051","16,183.1","11,647",Elementary
56,72546,Oxnard Union High,"175,119,322","15,323.3","11,428",High
56,72553,Pleasant Valley,"60,366,447","6,280.1","9,612",Elementary
56,72561,Rio Elementary,"52,365,560","4,954.6","10,569",Elementary
56,72579,Santa Clara Elementary,"564,807",53.1,"10,645",Elementary
56,72603,Simi Valley Unified,"164,638,851","16,272.7","10,117",Unified
56,72611,Somis Union,"2,743,331",246.8,"11,116",Elementary
56,72652,Ventura Unified,"173,463,133","16,325.1","10,626",Unified
56,73759,Conejo Valley Unified,"175,326,399","18,257.3","9,603",Unified
56,73874,Oak Park Unified,"43,593,802","4,423.4","9,855",Unified
56,73940,Moorpark Unified,"59,271,304","6,131.0","9,668",Unified
56,76828,Santa Paula Unified,"63,079,081","5,238.8","12,041",Unified
57,72678,Davis Joint Unified,"85,598,949","7,662.7","11,171",Unified
57,72686,Esparto Unified,"11,044,127",891.3,"12,390",Unified
57,72694,Washington Unified,"79,482,615","7,341.5","10,826",Unified
57,72702,Winters Joint Unified,"16,967,008","1,465.7","11,576",Unified
57,72710,Woodland Joint Unified,"103,139,014","9,227.7","11,177",Unified
58,72728,Camptonville Elementary,"835,801",58.4,"14,317",Elementary
58,72736,Marysville Joint Unified,"94,766,076","8,970.2","10,565",Unified
58,72744,Plumas Lake Elementary,"11,939,671","1,232.6","9,686",Elementary
58,72751,Wheatland,"15,131,099","1,184.7","12,772",Elementary
58,72769,Wheatland Union High,"7,607,600",695.3,"10,941",High
